Name,Coating,Material,Thickness,State,Weight,Art,Fgrp,Pos,VariantRule,Row.PartNumber,Row.Quantity,Row.HasCADMatch,Row.CADPart.Id,Row.CADPart.CarryOver,Row.CADPart.KdpMatch
Insulation,UC,Certoplast 525 SE+mica,1mm,0,0.243722,840,3113,50,V536310VSOPCHPLV,32263863,6.0,True,id405030,True,OK Inherited
PartBody,,Screw property class 8.8,,0,0.0,840,3113,50,V536310VSOPCHPLV,32263863,6.0,True,id405032,True,OK Inherited
PartBody,,Screw property class 8.8,,0,0.0,840,3113,50,V536310VSOPCHPLV,32263863,6.0,True,id405034,True,OK Inherited
PartBody,,PA6,,0,15.4353,840,3113,50,V536310VSOPCHPLV,32263863,6.0,True,id405036,True,OK Inherited
PartBody,,PA6,,0,3.35937,840,3113,50,V536310VSOPCHPLV,32263863,6.0,True,id405038,True,OK Inherited
Busbar Cu Laminated,UC,Copper preliminary,8mm,0,84.8346,840,3113,50,V536310VSOPCHPLV,32263863,6.0,True,id405054,True,OK Inherited
MICA-tape,UC,MICA,0.5mm,0,0.765645,840,3113,50,V536310VSOPCHPLV,32263863,6.0,True,id405054,True,OK Inherited
Insulation,UC,Certoplast 525 SE+mica,1mm,0,0.243722,840,3113,50,V536310VSOPCHPLV,32263863,6.0,True,id405054,True,OK Inherited
PartBody,,Screw property class 8.8,,0,0.0,840,3113,50,V536310VSOPCHPLV,32263863,6.0,True,id405056,True,OK Inherited
PartBody,,Screw property class 8.8,,0,0.0,840,3113,50,V536310VSOPCHPLV,32263863,6.0,True,id405058,True,OK Inherited
PartBody,,PA6,,0,15.4353,840,3113,50,V536310VSOPCHPLV,32263863,6.0,True,id405060,True,OK Inherited
PartBody,,PA6,,0,3.35937,840,3113,50,V536310VSOPCHPLV,32263863,6.0,True,id405062,True,OK Inherited
Busbar Cu Laminated,UC,Copper preliminary,8mm,0,84.8346,840,3113,50,V536310VSOPCHPLV,32263863,6.0,True,id405078,True,OK Inherited
MICA-tape,UC,MICA,0.5mm,0,0.765645,840,3113,50,V536310VSOPCHPLV,32263863,6.0,True,id405078,True,OK Inherited
Insulation,UC,Certoplast 525 SE+mica,1mm,0,0.243722,840,3113,50,V536310VSOPCHPLV,32263863,6.0,True,id405078,True,OK Inherited
PartBody,,Screw property class 8.8,,0,0.0,840,3113,50,V536310VSOPCHPLV,32263863,6.0,True,id405080,True,OK Inherited
PartBody,,Screw property class 8.8,,0,0.0,840,3113,50,V536310VSOPCHPLV,32263863,6.0,True,id405082,True,OK Inherited
PartBody,,PA6,,0,15.4353,840,3113,50,V536310VSOPCHPLV,32263863,6.0,True,id405084,True,OK Inherited
PartBody,,PA6,,0,3.35937,840,3113,50,V536310VSOPCHPLV,32263863,6.0,True,id405086,True,OK Inherited
Busbar Cu Laminated,UC,Copper preliminary,8mm,0,84.8346,840,3113,50,V536310VSOPCHPLV,32263863,6.0,True,id405102,True,OK Inherited
