COST CARR;D1;D1 TITLE;Product Stream;SU;SU TITLE;KU;KU TITLE;KU STATUS;RESP DEPT;PSSNO;PSS NAME;ART no;ART name;CMNO;CM NAME;FGRP;FGRP NAME;POS;PARTNO;PARTNO SUFF;PART NAME;DONOR;SYS PARTS/ CAR;Product Module
V536X ;292250;VEHICLE TOPHAT ;VEHICLE TOPHAT ;292283;INTERIOR ROOM ;186947;Instrument Panel Assembly ;DECID ;93320;670;ART INTERIOR ROOM ;670;INTERIOR ROOM ;1;T5 FWD AUT GER Momentum 5;6416;STEERING WHEEL COVER;32;30640847;000 ;SIX POINT SOCKET SCREW PF;MBOM ;1.0;Interior Room 
SPAG2 ;292251;VEHICLE PLATFORM ;VEHICLE PLATFORM ;292294;PAINTED BODY ;280380;Front structure ;DECID ;92720;760;ART PAINTED BODY ;760;PAINTED BODY ;1;T5 FWD AUT GER Momentum 5;8111;FLOOR,FRONT ;200;30640845;000 ;SEMS SCREW M5*18 ;MBOM ;15.0;Body Structure 
V536X ;292250;VEHICLE TOPHAT ;VEHICLE TOPHAT ;292284;EXTERIOR FRONT AND REAR ;280390;Front trim ;DECID ;93530;700;ART EXTERIOR FRONT & REAR ;700;EXTERIOR FRONT AND REAR ;1;T5 FWD AUT GER Momentum 5;2670;COLD ZONE/BATTERY BO;60;30640841;000 ;FLANGE SCREW M6*14 FASTIT;MBOM ;2.0;Exterior Front & Rear 
V536X ;292250;VEHICLE TOPHAT ;VEHICLE TOPHAT ;292283;INTERIOR ROOM ;280347;Cockpit functional parts ;DECID ;93350;670;ART INTERIOR ROOM ;670;INTERIOR ROOM ;1;T5 FWD AUT GER Momentum 5;8810;DASHBOARD ;25;30640826;000 ;SIX POINT SOCKET SCREW PF;MBOM ;8.0;Interior Room 
V536X ;292250;VEHICLE TOPHAT ;VEHICLE TOPHAT ;292284;EXTERIOR FRONT AND REAR ;280391;Rear bumper and aero ;DECID ;93550;700;ART EXTERIOR FRONT & REAR ;700;EXTERIOR FRONT AND REAR ;1;T5 FWD AUT GER Momentum 5;8612;BUMPER,REAR ;10;30640826;000 ;SIX POINT SOCKET SCREW PF;MBOM ;15.0;Exterior Front & Rear 
V536X ;292251;VEHICLE PLATFORM ;VEHICLE PLATFORM ;292293;SIDE AND ROOF ;307281;Door module ;DECID ;92630;750;ART SIDE & ROOF ;750;SIDE AND ROOF ;1;T5 FWD AUT GER Momentum 5;8359;GUIDE RAIL,GLASS ;14;30640826;000 ;SIX POINT SOCKET SCREW PF;MBOM ;12.0;Doors, Glass and Roof 
V536X ;292251;VEHICLE PLATFORM ;VEHICLE PLATFORM ;292293;SIDE AND ROOF ;307281;Door module ;DECID ;92630;750;ART SIDE & ROOF ;750;SIDE AND ROOF ;1;T5 FWD AUT GER Momentum 5;8359;GUIDE RAIL,GLASS ;13;30640826;000 ;SIX POINT SOCKET SCREW PF;MBOM ;12.0;Doors, Glass and Roof 
V536X ;292251;VEHICLE PLATFORM ;VEHICLE PLATFORM ;292293;SIDE AND ROOF ;307281;Door module ;DECID ;92630;750;ART SIDE & ROOF ;750;SIDE AND ROOF ;1;T5 FWD AUT GER Momentum 5;8359;GUIDE RAIL,GLASS ;12;30640826;000 ;SIX POINT SOCKET SCREW PF;MBOM ;12.0;Doors, Glass and Roof 
V536X ;292251;VEHICLE PLATFORM ;VEHICLE PLATFORM ;292293;SIDE AND ROOF ;307281;Door module ;DECID ;92630;750;ART SIDE & ROOF ;750;SIDE AND ROOF ;1;T5 FWD AUT GER Momentum 5;8359;GUIDE RAIL,GLASS ;11;30640826;000 ;SIX POINT SOCKET SCREW PF;MBOM ;12.0;Doors, Glass and Roof 
V536X ;292250;VEHICLE TOPHAT ;VEHICLE TOPHAT ;292285;EXTERIOR SYSTEMS ;307277;Rear Lighting ;DECID ;93740;730;ART EXTERIOR SYSTEMS ;730;EXTERIOR SYSTEMS ;1;T5 FWD AUT GER Momentum 5;3530;LIGHTING,REAR ;20;30640826;000 ;SIX POINT SOCKET SCREW PF;MBOM ;2.0;Visibility & Cleaning 
SPAG2 ;292251;VEHICLE PLATFORM ;VEHICLE PLATFORM ;292291;DECELERATION AND STEERING ;280306;Pedals ;DECID ;92430;620;ART DECELERATION & STEERING ;620;DECELERATION AND STEERING ;1;T5 FWD AUT GER Momentum 5;5240;BRAKE CONTROL ;200;30640820;000 ;FLANGE SCREW M5*20 FASTIT;MBOM ;1.0;Friction Braking 
SPAG2 ;292251;VEHICLE PLATFORM ;VEHICLE PLATFORM ;292292;BODY CONTROL AND ROAD CONTACT ;265485;Mechatronics HW ;DECID ;92500;640;ART BODY CONTROL & ROAD CONTACT ;640;BODY CONTROL AND ROAD CONTACT ;1;T5 FWD AUT GER Momentum 5;3673;SUSPENSION CONTROL ;70;30640814;000 ;FLANGE SCREW M5*14 ;MBOM ;2.0;Body & Wheel Coordinator 
SPAG2 ;292251;VEHICLE PLATFORM ;VEHICLE PLATFORM ;292291;DECELERATION AND STEERING ;280304;Foundation ;DECID ;92410;620;ART DECELERATION & STEERING ;620;DECELERATION AND STEERING ;1;T5 FWD AUT GER Momentum 5;5100;WHEEL BRAKE ;20;30640811;000 ;SIX POINT SOCKET SCREW M6;MBOM ;2.0;Friction Braking 
SPAG2 ;292251;VEHICLE PLATFORM ;VEHICLE PLATFORM ;292291;DECELERATION AND STEERING ;280304;Foundation ;DECID ;92410;620;ART DECELERATION & STEERING ;620;DECELERATION AND STEERING ;1;T5 FWD AUT GER Momentum 5;5100;WHEEL BRAKE ;15;30640811;000 ;SIX POINT SOCKET SCREW M6;MBOM ;2.0;Friction Braking 
V536X ;292250;VEHICLE TOPHAT ;VEHICLE TOPHAT ;292284;EXTERIOR FRONT AND REAR ;307274;Hood and fender systems ;DECID ;93520;700;ART EXTERIOR FRONT & REAR ;700;EXTERIOR FRONT AND REAR ;1;T5 FWD AUT GER Momentum 5;8213;BONNET LOCK ;35;30640797;000 ;FLANGE SCREW M5*20 ;MBOM ;2.0;Exterior Front & Rear 
SPAG2 ;292251;VEHICLE PLATFORM ;VEHICLE PLATFORM ;292291;DECELERATION AND STEERING ;280304;Foundation ;DECID ;92410;620;ART DECELERATION & STEERING ;620;DECELERATION AND STEERING ;1;T5 FWD AUT GER Momentum 5;5100;WHEEL BRAKE ;10;30640777;000 ;FLANGE SCREW M12*50 ;MBOM ;4.0;Friction Braking 
V536X ;292251;VEHICLE PLATFORM ;VEHICLE PLATFORM ;292293;SIDE AND ROOF ;280368;Side door mechatronics ;DECID ;92630;750;ART SIDE & ROOF ;750;SIDE AND ROOF ;1;T5 FWD AUT GER Momentum 5;8341;LOCK/HANDLE ;20;30640597;000 ;SIX POINT SOCKET SCREW M6;MBOM ;12.0;Doors, Glass and Roof 
V536X ;292250;VEHICLE TOPHAT ;VEHICLE TOPHAT ;292284;EXTERIOR FRONT AND REAR ;280391;Rear bumper and aero ;DECID ;93550;700;ART EXTERIOR FRONT & REAR ;700;EXTERIOR FRONT AND REAR ;1;T5 FWD AUT GER Momentum 5;8612;BUMPER,REAR ;10;30640541;000 ;SPRING NUT 50X2X8 ;MBOM ;4.0;Exterior Front & Rear 
V536X ;292250;VEHICLE TOPHAT ;VEHICLE TOPHAT ;292284;EXTERIOR FRONT AND REAR ;280395;Front bumper and aero ;DECID ;93510;700;ART EXTERIOR FRONT & REAR ;700;EXTERIOR FRONT AND REAR ;1;T5 FWD AUT GER Momentum 5;8611;BUMPER,FRONT ;85;30640541;000 ;SPRING NUT 50X2X8 ;MBOM ;4.0;Exterior Front & Rear 
V536X ;292250;VEHICLE TOPHAT ;VEHICLE TOPHAT ;292284;EXTERIOR FRONT AND REAR ;280395;Front bumper and aero ;DECID ;93510;700;ART EXTERIOR FRONT & REAR ;700;EXTERIOR FRONT AND REAR ;1;T5 FWD AUT GER Momentum 5;8611;BUMPER,FRONT ;10;30640541;000 ;SPRING NUT 50X2X8 ;MBOM ;6.0;Exterior Front & Rear 
V536X ;292251;VEHICLE PLATFORM ;VEHICLE PLATFORM ;292293;SIDE AND ROOF ;280373;Door structure ;DECID ;92620;750;ART SIDE & ROOF ;750;SIDE AND ROOF ;1;T5 FWD AUT GER Momentum 5;8310;SIDE DOOR ;30;30624622;000 ;FLANGE SCREW M8*17 W DRAI;MBOM ;8.0;Doors, Glass and Roof 
SPAG2 ;292251;VEHICLE PLATFORM ;VEHICLE PLATFORM ;292294;PAINTED BODY ;280380;Front structure ;DECID ;92720;760;ART PAINTED BODY ;760;PAINTED BODY ;1;T5 FWD AUT GER Momentum 5;8111;FLOOR,FRONT ;200;30624616;000 ;WELD SCREW M6*14 MATHREAD;MBOM ;8.0;Body Structure 
V536X ;292248;SOFTWARE AND ELECTRONICS PLATFORM ;SOFTWARE AND ELECTRONICS PLATFORM ;292268;ELECTRICAL INFRASTRUCTURE ;186836;EDS Components ;DECID ;94100;510;ART ELECTRICAL INFRASTRUCTURE ;510;ELECTRICAL INFRASTRUCTURE ;1;T5 FWD AUT GER Momentum 5;3750;CABLE SYSTEM,CABIN ;15;30624578;000 ;FLANGE LOCK NUT M8*9,4 ;MBOM ;1.0;Electrical Distribution 
V536X ;292249;CONNECTED EXPERIENCE ;CONNECTED EXPERIENCE ;333775;HW & MECHATRONICS ;333776;HW & Mechatronics ;DECID ;95600;450;ART HW & MECHATRONICS ;430;INFOTAINMENT PLATFORM ;1;T5 FWD AUT GER Momentum 5;3956;AUDIO SYSTEM ;200;30624366;000 ;FLANGE SCREW M6*20*23 MAT;MBOM ;4.0;HMI Mechatronics 
V536X ;292250;VEHICLE TOPHAT ;VEHICLE TOPHAT ;292284;EXTERIOR FRONT AND REAR ;307274;Hood and fender systems ;DECID ;93520;700;ART EXTERIOR FRONT & REAR ;700;EXTERIOR FRONT AND REAR ;1;T5 FWD AUT GER Momentum 5;3620;HORN ;10;30624366;000 ;FLANGE SCREW M6*20*23 MAT;MBOM ;2.0;Exterior Front & Rear 
V536X ;292251;VEHICLE PLATFORM ;VEHICLE PLATFORM ;292293;SIDE AND ROOF ;308504;Rear end mechatronics & modules ;DECID ;92630;750;ART SIDE & ROOF ;750;SIDE AND ROOF ;1;T5 FWD AUT GER Momentum 5;8346;LOCK/HANDLE ;10;30624365;000 ;FLANGE SCREW M6*25*28,27 ;MBOM ;3.0;Doors, Glass and Roof 
SPAG2 ;292251;VEHICLE PLATFORM ;VEHICLE PLATFORM ;292294;PAINTED BODY ;280380;Front structure ;DECID ;92720;760;ART PAINTED BODY ;760;PAINTED BODY ;1;T5 FWD AUT GER Momentum 5;8111;FLOOR,FRONT ;220;30624315;000 ;WELD NUT UT6*16*11,5 ;MBOM ;2.0;Body Structure 
V536X ;292250;VEHICLE TOPHAT ;VEHICLE TOPHAT ;292281;SEATS AND SAFETY ;280338;Front seat ;DECID ;93400;650;ART SEATS & SAFETY ;650;SEATS AND SAFETY ;1;T5 FWD AUT GER Momentum 5;8520;FRONT SEAT ;192;30624298;000 ;SIX POINT SOCKET SCREW M6;MBOM ;6.0;Seats 
V536X ;292250;VEHICLE TOPHAT ;VEHICLE TOPHAT ;292281;SEATS AND SAFETY ;280338;Front seat ;DECID ;93400;650;ART SEATS & SAFETY ;650;SEATS AND SAFETY ;1;T5 FWD AUT GER Momentum 5;8520;FRONT SEAT ;191;30624298;000 ;SIX POINT SOCKET SCREW M6;MBOM ;6.0;Seats 
V536X ;292248;SOFTWARE AND ELECTRONICS PLATFORM ;SOFTWARE AND ELECTRONICS PLATFORM ;292268;ELECTRICAL INFRASTRUCTURE ;186836;EDS Components ;DECID ;94100;510;ART ELECTRICAL INFRASTRUCTURE ;510;ELECTRICAL INFRASTRUCTURE ;1;T5 FWD AUT GER Momentum 5;3730;CABLE SYSTEM,FRONT ;15;30624255;000 ;FLANGE SCREW M6*20 ;MBOM ;2.0;Electrical Distribution 
V536X ;292250;VEHICLE TOPHAT ;VEHICLE TOPHAT ;292282;INTERIOR TRIM & SYSTEMS ;280331;Interior rear trim & systems ;DECID ;93620;660;ART INTERIOR TRIM & SYSTEMS ;660;INTERIOR TRIM AND SYSTEMS ;1;T5 FWD AUT GER Momentum 5;8844;CARGO RESTRAINTS ;10;30624156;000 ;SEMS SCREW M8*20*22,25 MA;MBOM ;4.0;Interior Trim 
V536X ;292250;VEHICLE TOPHAT ;VEHICLE TOPHAT ;292281;SEATS AND SAFETY ;280361;Seatbelt ;DECID ;93450;650;ART SEATS & SAFETY ;650;SEATS AND SAFETY ;1;T5 FWD AUT GER Momentum 5;8842;SEAT BELT,REAR ;100;30624155;000 ;FLANGE SCREW M10*25*30,65;MBOM ;2.0;Belts and Airbags 
V536X ;292250;VEHICLE TOPHAT ;VEHICLE TOPHAT ;292281;SEATS AND SAFETY ;280361;Seatbelt ;DECID ;93450;650;ART SEATS & SAFETY ;650;SEATS AND SAFETY ;1;T5 FWD AUT GER Momentum 5;8841;SEAT BELT,FRONT ;100;30624155;000 ;FLANGE SCREW M10*25*30,65;MBOM ;2.0;Belts and Airbags 
V536X ;292250;VEHICLE TOPHAT ;VEHICLE TOPHAT ;292281;SEATS AND SAFETY ;280361;Seatbelt ;DECID ;93450;650;ART SEATS & SAFETY ;650;SEATS AND SAFETY ;1;T5 FWD AUT GER Momentum 5;8841;SEAT BELT,FRONT ;100;30624154;000 ;FLANGE SCREW M10*20*25,65;MBOM ;2.0;Belts and Airbags 
V536X ;292250;VEHICLE TOPHAT ;VEHICLE TOPHAT ;292284;EXTERIOR FRONT AND REAR ;307274;Hood and fender systems ;DECID ;93520;700;ART EXTERIOR FRONT & REAR ;700;EXTERIOR FRONT AND REAR ;1;T5 FWD AUT GER Momentum 5;8213;BONNET LOCK ;10;30622993;000 ;FLANGE SCREW M6*12*15,2 M;MBOM ;6.0;Exterior Front & Rear 
V536X ;292251;VEHICLE PLATFORM ;VEHICLE PLATFORM ;292294;PAINTED BODY ;280383;Surface treatment ;DECID ;92750;760;ART PAINTED BODY ;760;PAINTED BODY ;1;T5 FWD AUT GER Momentum 5;8999;SEALING ;20;30622992;000 ;SEALING PLATE 40 ;MBOM ;4.0;Paint & Surface Treatment 
V536X ;292250;VEHICLE TOPHAT ;VEHICLE TOPHAT ;292284;EXTERIOR FRONT AND REAR ;280391;Rear bumper and aero ;DECID ;93550;700;ART EXTERIOR FRONT & REAR ;700;EXTERIOR FRONT AND REAR ;1;T5 FWD AUT GER Momentum 5;8916;SPOILER,PAINTED ;40;30622984;000 ;SIX POINT SOCKET SCREW PF;MBOM ;2.0;Exterior Front & Rear 
SPAG2 ;292251;VEHICLE PLATFORM ;VEHICLE PLATFORM ;292290;CLIMATE ;265491;Air condition SPAG2 ;DECID ;92320;600;ART CLIMATE ;600;CLIMATE ;1;T5 FWD AUT GER Momentum 5;8740;COOLING UNIT ;50;30622962;000 ;RETAINER DIAMETER 10 + 19;MBOM ;1.0;Refrigerant and Heater 
V536X ;292250;VEHICLE TOPHAT ;VEHICLE TOPHAT ;292285;EXTERIOR SYSTEMS ;307278;Washer ;DECID ;93750;730;ART EXTERIOR SYSTEMS ;730;EXTERIOR SYSTEMS ;1;T5 FWD AUT GER Momentum 5;3634;WASHER ;40;30622960;000 ;CLIP DIAMETER 8 ;MBOM ;2.0;Visibility & Cleaning 
V536X ;292251;VEHICLE PLATFORM ;VEHICLE PLATFORM ;292294;PAINTED BODY ;280383;Surface treatment ;DECID ;92750;760;ART PAINTED BODY ;760;PAINTED BODY ;1;T5 FWD AUT GER Momentum 5;8999;SEALING ;20;30622945;000 ;SEALING COVER 25*69 HOTME;MBOM ;5.0;Paint & Surface Treatment 
V536X ;292251;VEHICLE PLATFORM ;VEHICLE PLATFORM ;292294;PAINTED BODY ;280383;Surface treatment ;DECID ;92750;760;ART PAINTED BODY ;760;PAINTED BODY ;1;T5 FWD AUT GER Momentum 5;8999;SEALING ;30;30622926;000 ;PLUG 48*60 ;MBOM ;4.0;Paint & Surface Treatment 
V536X ;292250;VEHICLE TOPHAT ;VEHICLE TOPHAT ;292283;INTERIOR ROOM ;280328;Door panel ;DECID ;93340;670;ART INTERIOR ROOM ;670;INTERIOR ROOM ;1;T5 FWD AUT GER Momentum 5;8511;UPHOLSTERY PANEL,DOO;150;30622905;000 ;SIX POINT SOCKET SCREW PF;MBOM ;5.0;Interior Room 
V536X ;292250;VEHICLE TOPHAT ;VEHICLE TOPHAT ;292283;INTERIOR ROOM ;280328;Door panel ;DECID ;93340;670;ART INTERIOR ROOM ;670;INTERIOR ROOM ;1;T5 FWD AUT GER Momentum 5;8511;UPHOLSTERY PANEL,DOO;149;30622905;000 ;SIX POINT SOCKET SCREW PF;MBOM ;5.0;Interior Room 
V536X ;292250;VEHICLE TOPHAT ;VEHICLE TOPHAT ;292283;INTERIOR ROOM ;280328;Door panel ;DECID ;93340;670;ART INTERIOR ROOM ;670;INTERIOR ROOM ;1;T5 FWD AUT GER Momentum 5;8511;UPHOLSTERY PANEL,DOO;148;30622905;000 ;SIX POINT SOCKET SCREW PF;MBOM ;5.0;Interior Room 
V536X ;292250;VEHICLE TOPHAT ;VEHICLE TOPHAT ;292283;INTERIOR ROOM ;280328;Door panel ;DECID ;93340;670;ART INTERIOR ROOM ;670;INTERIOR ROOM ;1;T5 FWD AUT GER Momentum 5;8511;UPHOLSTERY PANEL,DOO;147;30622905;000 ;SIX POINT SOCKET SCREW PF;MBOM ;5.0;Interior Room 
V536X ;292250;VEHICLE TOPHAT ;VEHICLE TOPHAT ;292283;INTERIOR ROOM ;280346;Cockpit trim parts ;DECID ;93350;670;ART INTERIOR ROOM ;670;INTERIOR ROOM ;1;T5 FWD AUT GER Momentum 5;8511;UPHOLSTERY PANEL,DOO;127;30622905;000 ;SIX POINT SOCKET SCREW PF;MBOM ;5.0;Interior Room 
V536X ;292250;VEHICLE TOPHAT ;VEHICLE TOPHAT ;292283;INTERIOR ROOM ;280346;Cockpit trim parts ;DECID ;93350;670;ART INTERIOR ROOM ;670;INTERIOR ROOM ;1;T5 FWD AUT GER Momentum 5;8511;UPHOLSTERY PANEL,DOO;126;30622905;000 ;SIX POINT SOCKET SCREW PF;MBOM ;5.0;Interior Room 
V536X ;292250;VEHICLE TOPHAT ;VEHICLE TOPHAT ;292283;INTERIOR ROOM ;280328;Door panel ;DECID ;93340;670;ART INTERIOR ROOM ;670;INTERIOR ROOM ;1;T5 FWD AUT GER Momentum 5;8511;UPHOLSTERY PANEL,DOO;104;30622905;000 ;SIX POINT SOCKET SCREW PF;MBOM ;6.0;Interior Room 
V536X ;292250;VEHICLE TOPHAT ;VEHICLE TOPHAT ;292283;INTERIOR ROOM ;280328;Door panel ;DECID ;93340;670;ART INTERIOR ROOM ;670;INTERIOR ROOM ;1;T5 FWD AUT GER Momentum 5;8511;UPHOLSTERY PANEL,DOO;103;30622905;000 ;SIX POINT SOCKET SCREW PF;MBOM ;6.0;Interior Room 
V536X ;292250;VEHICLE TOPHAT ;VEHICLE TOPHAT ;292283;INTERIOR ROOM ;280328;Door panel ;DECID ;93340;670;ART INTERIOR ROOM ;670;INTERIOR ROOM ;1;T5 FWD AUT GER Momentum 5;8511;UPHOLSTERY PANEL,DOO;74;30622905;000 ;SIX POINT SOCKET SCREW PF;MBOM ;6.0;Interior Room 
V536X ;292250;VEHICLE TOPHAT ;VEHICLE TOPHAT ;292283;INTERIOR ROOM ;280328;Door panel ;DECID ;93340;670;ART INTERIOR ROOM ;670;INTERIOR ROOM ;1;T5 FWD AUT GER Momentum 5;8511;UPHOLSTERY PANEL,DOO;73;30622905;000 ;SIX POINT SOCKET SCREW PF;MBOM ;6.0;Interior Room 
V536X ;292250;VEHICLE TOPHAT ;VEHICLE TOPHAT ;292283;INTERIOR ROOM ;280346;Cockpit trim parts ;DECID ;93350;670;ART INTERIOR ROOM ;670;INTERIOR ROOM ;1;T5 FWD AUT GER Momentum 5;8511;UPHOLSTERY PANEL,DOO;67;30622905;000 ;SIX POINT SOCKET SCREW PF;MBOM ;6.0;Interior Room 
V536X ;292250;VEHICLE TOPHAT ;VEHICLE TOPHAT ;292283;INTERIOR ROOM ;280346;Cockpit trim parts ;DECID ;93350;670;ART INTERIOR ROOM ;670;INTERIOR ROOM ;1;T5 FWD AUT GER Momentum 5;8511;UPHOLSTERY PANEL,DOO;66;30622905;000 ;SIX POINT SOCKET SCREW PF;MBOM ;6.0;Interior Room 
V536X ;292249;CONNECTED EXPERIENCE ;CONNECTED EXPERIENCE ;333775;HW & MECHATRONICS ;333776;HW & Mechatronics ;DECID ;95600;450;ART HW & MECHATRONICS ;430;INFOTAINMENT PLATFORM ;1;T5 FWD AUT GER Momentum 5;3956;AUDIO SYSTEM ;71;30622905;000 ;SIX POINT SOCKET SCREW PF;MBOM ;3.0;HMI Mechatronics 
V536X ;292249;CONNECTED EXPERIENCE ;CONNECTED EXPERIENCE ;333775;HW & MECHATRONICS ;333776;HW & Mechatronics ;DECID ;95600;450;ART HW & MECHATRONICS ;430;INFOTAINMENT PLATFORM ;1;T5 FWD AUT GER Momentum 5;3956;AUDIO SYSTEM ;70;30622905;000 ;SIX POINT SOCKET SCREW PF;MBOM ;3.0;HMI Mechatronics 
V536X ;292251;VEHICLE PLATFORM ;VEHICLE PLATFORM ;292293;SIDE AND ROOF ;280373;Door structure ;DECID ;92620;750;ART SIDE & ROOF ;750;SIDE AND ROOF ;1;T5 FWD AUT GER Momentum 5;8310;SIDE DOOR ;30;30622904;000 ;FLANGE SCREW M8*15*18,5 ;MBOM ;4.0;Doors, Glass and Roof 
V536X ;292251;VEHICLE PLATFORM ;VEHICLE PLATFORM ;292293;SIDE AND ROOF ;280373;Door structure ;DECID ;92620;750;ART SIDE & ROOF ;750;SIDE AND ROOF ;1;T5 FWD AUT GER Momentum 5;8310;SIDE DOOR ;10;30622904;000 ;FLANGE SCREW M8*15*18,5 ;MBOM ;4.0;Doors, Glass and Roof 
V536X ;292251;VEHICLE PLATFORM ;VEHICLE PLATFORM ;292293;SIDE AND ROOF ;280373;Door structure ;DECID ;92620;750;ART SIDE & ROOF ;750;SIDE AND ROOF ;1;T5 FWD AUT GER Momentum 5;8310;SIDE DOOR ;30;30622875;000 ;FLANGE SCREW M8*25 ;MBOM ;8.0;Doors, Glass and Roof 
V536X ;292251;VEHICLE PLATFORM ;VEHICLE PLATFORM ;292293;SIDE AND ROOF ;280373;Door structure ;DECID ;92620;750;ART SIDE & ROOF ;750;SIDE AND ROOF ;1;T5 FWD AUT GER Momentum 5;8310;SIDE DOOR ;10;30622875;000 ;FLANGE SCREW M8*25 ;MBOM ;8.0;Doors, Glass and Roof 
V536X ;292251;VEHICLE PLATFORM ;VEHICLE PLATFORM ;292294;PAINTED BODY ;280383;Surface treatment ;DECID ;92750;760;ART PAINTED BODY ;760;PAINTED BODY ;1;T5 FWD AUT GER Momentum 5;8999;SEALING ;30;30622858;000 ;PLUG 40*60 ;MBOM ;6.0;Paint & Surface Treatment 
V536X ;292250;VEHICLE TOPHAT ;VEHICLE TOPHAT ;292281;SEATS AND SAFETY ;280338;Front seat ;DECID ;93400;650;ART SEATS & SAFETY ;650;SEATS AND SAFETY ;1;T5 FWD AUT GER Momentum 5;8520;FRONT SEAT ;192;30622814;000 ;SIX POINT SOCKET SCREW M5;MBOM ;3.0;Seats 
V536X ;292250;VEHICLE TOPHAT ;VEHICLE TOPHAT ;292281;SEATS AND SAFETY ;280338;Front seat ;DECID ;93400;650;ART SEATS & SAFETY ;650;SEATS AND SAFETY ;1;T5 FWD AUT GER Momentum 5;8520;FRONT SEAT ;191;30622814;000 ;SIX POINT SOCKET SCREW M5;MBOM ;3.0;Seats 
SPAG2 ;292251;VEHICLE PLATFORM ;VEHICLE PLATFORM ;292291;DECELERATION AND STEERING ;280303;Modulation HW ;DECID ;92430;620;ART DECELERATION & STEERING ;620;DECELERATION AND STEERING ;1;T5 FWD AUT GER Momentum 5;5930;BRAKE,ANTI LOCK ;35;30622759;000 ;SIX POINT SOCKET SCREW M5;MBOM ;2.0;Friction Braking 
V536X ;292250;VEHICLE TOPHAT ;VEHICLE TOPHAT ;292282;INTERIOR TRIM & SYSTEMS ;280332;Compartment trim & roof systems ;DECID ;93630;660;ART INTERIOR TRIM & SYSTEMS ;660;INTERIOR TRIM AND SYSTEMS ;1;T5 FWD AUT GER Momentum 5;8512;UPHOLSTERY PANEL,SID;50;30622739;000 ;SIX POINT SOCKET SCREW PF;MBOM ;2.0;Interior Trim 
V536X ;292250;VEHICLE TOPHAT ;VEHICLE TOPHAT ;292283;INTERIOR ROOM ;280328;Door panel ;DECID ;93340;670;ART INTERIOR ROOM ;670;INTERIOR ROOM ;1;T5 FWD AUT GER Momentum 5;8511;UPHOLSTERY PANEL,DOO;151;30622725;000 ;SEMS SCREW M5*14*16,50 ;MBOM ;4.0;Interior Room 
V536X ;292250;VEHICLE TOPHAT ;VEHICLE TOPHAT ;292281;SEATS AND SAFETY ;280339;Rear seat ;DECID ;93400;650;ART SEATS & SAFETY ;650;SEATS AND SAFETY ;1;T5 FWD AUT GER Momentum 5;8530;REAR SEAT ;183;30622665;000 ;SIX POINT SOCKET SCREW M4;MBOM ;4.0;Seats 
SPAG2 ;292251;VEHICLE PLATFORM ;VEHICLE PLATFORM ;292294;PAINTED BODY ;280380;Front structure ;DECID ;92720;760;ART PAINTED BODY ;760;PAINTED BODY ;1;T5 FWD AUT GER Momentum 5;8111;FLOOR,FRONT ;200;30622657;000 ;WELD NUT UT5*13*10 ;MBOM ;15.0;Body Structure 
V536X ;292250;VEHICLE TOPHAT ;VEHICLE TOPHAT ;292284;EXTERIOR FRONT AND REAR ;280390;Front trim ;DECID ;93530;700;ART EXTERIOR FRONT & REAR ;700;EXTERIOR FRONT AND REAR ;1;T5 FWD AUT GER Momentum 5;8217;;30;30622628;000 ;CLIP ;MBOM ;10.0;Exterior Front & Rear 
V536X ;292250;VEHICLE TOPHAT ;VEHICLE TOPHAT ;292284;EXTERIOR FRONT AND REAR ;280390;Front trim ;DECID ;93530;700;ART EXTERIOR FRONT & REAR ;700;EXTERIOR FRONT AND REAR ;1;T5 FWD AUT GER Momentum 5;8216;COVER ;20;30622628;000 ;CLIP ;MBOM ;10.0;Exterior Front & Rear 
V536X ;292250;VEHICLE TOPHAT ;VEHICLE TOPHAT ;292285;EXTERIOR SYSTEMS ;307278;Washer ;DECID ;93750;730;ART EXTERIOR SYSTEMS ;730;EXTERIOR SYSTEMS ;1;T5 FWD AUT GER Momentum 5;3634;WASHER ;10;30622618;000 ;SEMS SCREW M6*20 ;MBOM ;2.0;Visibility & Cleaning 
V536X ;292250;VEHICLE TOPHAT ;VEHICLE TOPHAT ;292281;SEATS AND SAFETY ;280339;Rear seat ;DECID ;93400;650;ART SEATS & SAFETY ;650;SEATS AND SAFETY ;1;T5 FWD AUT GER Momentum 5;8530;REAR SEAT ;401;30622571;000 ;FLANGE SCREW M10*40 ;MBOM ;6.0;Seats 
SPAG2 ;292251;VEHICLE PLATFORM ;VEHICLE PLATFORM ;292294;PAINTED BODY ;280380;Front structure ;DECID ;92720;760;ART PAINTED BODY ;760;PAINTED BODY ;1;T5 FWD AUT GER Momentum 5;8111;FLOOR,FRONT ;220;30622564;000 ;SEMS SCREW M8*70 ;MBOM ;2.0;Body Structure 
V536X ;292251;VEHICLE PLATFORM ;VEHICLE PLATFORM ;292291;DECELERATION AND STEERING ;280305;Installation ;DECID ;92410;620;ART DECELERATION & STEERING ;620;DECELERATION AND STEERING ;1;T5 FWD AUT GER Momentum 5;5220;BRAKE LINE ;10;30622555;000 ;RETAINER BRAKE 7 ;MBOM ;1.0;Friction Braking 
